surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en,surah_name_en,surah_name_roman
15,95,سورة الحجر,إِنَّا كَفَيۡنَٰكَ ٱلۡمُسۡتَهۡزِءِينَ,joy,"Surely We will be sufficient for you against the mockers,",The Rocky Tract,Al-Hijr
15,98,سورة الحجر,فَسَبِّحۡ بِحَمۡدِ رَبِّكَ وَكُن مِّنَ ٱلسَّٰجِدِينَ,joy,"So glorify the praises of your Lord and be one of those who always pray,",The Rocky Tract,Al-Hijr
15,2,سورة الحجر,رُّبَمَا يَوَدُّ ٱلَّذِينَ كَفَرُواْ لَوۡ كَانُواْ مُسۡلِمِينَ,sadness,The day will come when the disbelievers will certainly wish they had submitted to Allah.,The Rocky Tract,Al-Hijr
15,15,سورة الحجر,لَقَالُوٓاْ إِنَّمَا سُكِّرَتۡ أَبۡصَٰرُنَا بَلۡ نَحۡنُ قَوۡمٞ مَّسۡحُورُونَ,sadness,"still they would say, Our eyes have truly been dazzled! In fact, we must have been bewitched.",The Rocky Tract,Al-Hijr
15,56,سورة الحجر,قَالَ وَمَن يَقۡنَطُ مِن رَّحۡمَةِ رَبِّهِۦٓ إِلَّا ٱلضَّآلُّونَ,sadness,"He exclaimed, Who would despair of the mercy of their Lord except the misguided?",The Rocky Tract,Al-Hijr
15,68,سورة الحجر,قَالَ إِنَّ هَٰٓؤُلَآءِ ضَيۡفِي فَلَا تَفۡضَحُونِ,sadness,"Lot pleaded, Indeed, these are my guests, so do not embarrass me.",The Rocky Tract,Al-Hijr
15,69,سورة الحجر,وَٱتَّقُواْ ٱللَّهَ وَلَا تُخۡزُونِ,sadness,Fear Allah and do not humiliate me.,The Rocky Tract,Al-Hijr
15,97,سورة الحجر,وَلَقَدۡ نَعۡلَمُ أَنَّكَ يَضِيقُ صَدۡرُكَ بِمَا يَقُولُونَ,sadness,We certainly know that your heart is truly distressed by what they say.,The Rocky Tract,Al-Hijr
15,99,سورة الحجر,وَٱعۡبُدۡ رَبَّكَ حَتَّىٰ يَأۡتِيَكَ ٱلۡيَقِينُ,sadness,and worship your Lord until the inevitable comes your way.,The Rocky Tract,Al-Hijr
14,26,سورة ابراهيم,وَمَثَلُ كَلِمَةٍ خَبِيثَةٖ كَشَجَرَةٍ خَبِيثَةٍ ٱجۡتُثَّتۡ مِن فَوۡقِ ٱلۡأَرۡضِ مَا لَهَا مِن قَرَارٖ,anger,"And the parable of an evil word is that of an evil tree, uprooted from the earth, having no stability.",Abraham,Ibrahim
14,28,سورة ابراهيم,۞أَلَمۡ تَرَ إِلَى ٱلَّذِينَ بَدَّلُواْ نِعۡمَتَ ٱللَّهِ كُفۡرٗا وَأَحَلُّواْ قَوۡمَهُمۡ دَارَ ٱلۡبَوَارِ,anger,Have you not seen those disbelievers who meet Allahs favours with ingratitude and lead their own people to their doom?,Abraham,Ibrahim
14,46,سورة ابراهيم,وَقَدۡ مَكَرُواْ مَكۡرَهُمۡ وَعِندَ ٱللَّهِ مَكۡرُهُمۡ وَإِن كَانَ مَكۡرُهُمۡ لِتَزُولَ مِنۡهُ ٱلۡجِبَالُ,anger,"They devised every plot, which was fully known to Allah, but their plotting was not enough to even overpower mountains let alone Allah.",Abraham,Ibrahim
14,43,سورة ابراهيم,مُهۡطِعِينَ مُقۡنِعِي رُءُوسِهِمۡ لَا يَرۡتَدُّ إِلَيۡهِمۡ طَرۡفُهُمۡۖ وَأَفۡـِٔدَتُهُمۡ هَوَآءٞ,fear,"rushing forth, heads raised, never blinking, hearts void.",Abraham,Ibrahim
14,50,سورة ابراهيم,سَرَابِيلُهُم مِّن قَطِرَانٖ وَتَغۡشَىٰ وُجُوهَهُمُ ٱلنَّارُ,fear,"with garments of tar, and their faces covered with flames.",Abraham,Ibrahim
14,51,سورة ابراهيم,لِيَجۡزِيَ ٱللَّهُ كُلَّ نَفۡسٖ مَّا كَسَبَتۡۚ إِنَّ ٱللَّهَ سَرِيعُ ٱلۡحِسَابِ,fear,"As such, Allah will reward every soul for what it has committed. Surely Allah is swift in reckoning.",Abraham,Ibrahim
14,8,سورة ابراهيم,وَقَالَ مُوسَىٰٓ إِن تَكۡفُرُوٓاْ أَنتُمۡ وَمَن فِي ٱلۡأَرۡضِ جَمِيعٗا فَإِنَّ ٱللَّهَ لَغَنِيٌّ حَمِيدٌ,joy,"Moses added, If you along with everyone on earth were to be ungrateful, then know that Allah is indeed SelfSufficient, Praiseworthy.",Abraham,Ibrahim
14,34,سورة ابراهيم,وَءَاتَىٰكُم مِّن كُلِّ مَا سَأَلۡتُمُوهُۚ وَإِن تَعُدُّواْ نِعۡمَتَ ٱللَّهِ لَا تُحۡصُوهَآۗ إِنَّ ٱلۡإِنسَٰنَ لَظَلُومٞ كَفَّارٞ,joy,"And He has granted you all that you asked Him for. If you tried to count Allahs blessings, you would never be able to number them. Indeed humankind is truly unfair, totally ungrateful.",Abraham,Ibrahim
14,35,سورة ابراهيم,وَإِذۡ قَالَ إِبۡرَٰهِيمُ رَبِّ ٱجۡعَلۡ هَٰذَا ٱلۡبَلَدَ ءَامِنٗا وَٱجۡنُبۡنِي وَبَنِيَّ أَن نَّعۡبُدَ ٱلۡأَصۡنَامَ,joy,"Remember when Abraham prayed, My Lord! Make this city of Mecca secure, and keep me and my children away from the worship of idols.",Abraham,Ibrahim
14,41,سورة ابراهيم,رَبَّنَا ٱغۡفِرۡ لِي وَلِوَٰلِدَيَّ وَلِلۡمُؤۡمِنِينَ يَوۡمَ يَقُومُ ٱلۡحِسَابُ,joy,"Our Lord! Forgive me, my parents, and the believers on the Day when the judgment will come to pass.",Abraham,Ibrahim
14,47,سورة ابراهيم,فَلَا تَحۡسَبَنَّ ٱللَّهَ مُخۡلِفَ وَعۡدِهِۦ رُسُلَهُۥٓۚ إِنَّ ٱللَّهَ عَزِيزٞ ذُو ٱنتِقَامٖ,joy,"So do not think O Prophet that Allah will fail to keep His promise to His messengers. Allah is indeed Almighty, capable of punishment.",Abraham,Ibrahim
14,52,سورة ابراهيم,هَٰذَا بَلَٰغٞ لِّلنَّاسِ وَلِيُنذَرُواْ بِهِۦ وَلِيَعۡلَمُوٓاْ أَنَّمَا هُوَ إِلَٰهٞ وَٰحِدٞ وَلِيَذَّكَّرَ أُوْلُواْ ٱلۡأَلۡبَٰبِ,joy,"This Quran is a sufficient message for humanity so that they may take it as a warning and know that there is only One God, and so that people of reason may be mindful.",Abraham,Ibrahim
13,32,سورة الرعد,وَلَقَدِ ٱسۡتُهۡزِئَ بِرُسُلٖ مِّن قَبۡلِكَ فَأَمۡلَيۡتُ لِلَّذِينَ كَفَرُواْ ثُمَّ أَخَذۡتُهُمۡۖ فَكَيۡفَ كَانَ عِقَابِ,anger,"Other messengers had already been ridiculed before you, but I delayed the disbelievers for a while then seized them. And how horrible was My punishment!",The Thunder,Ar-Ra'd
13,34,سورة الرعد,لَّهُمۡ عَذَابٞ فِي ٱلۡحَيَوٰةِ ٱلدُّنۡيَاۖ وَلَعَذَابُ ٱلۡأٓخِرَةِ أَشَقُّۖ وَمَا لَهُم مِّنَ ٱللَّهِ مِن وَاقٖ,anger,"For them is punishment in this worldly life, but the punishment of the Hereafter is truly far worse. And none can shield them from Allah.",The Thunder,Ar-Ra'd
13,10,سورة الرعد,سَوَآءٞ مِّنكُم مَّنۡ أَسَرَّ ٱلۡقَوۡلَ وَمَن جَهَرَ بِهِۦ وَمَنۡ هُوَ مُسۡتَخۡفِۭ بِٱلَّيۡلِ وَسَارِبُۢ بِٱلنَّهَارِ,fear,"It is the same to Him whether any of you speaks secretly or openly, whether one hides in the darkness of night or goes about in broad daylight.",The Thunder,Ar-Ra'd
13,39,سورة الرعد,يَمۡحُواْ ٱللَّهُ مَا يَشَآءُ وَيُثۡبِتُۖ وَعِندَهُۥٓ أُمُّ ٱلۡكِتَٰبِ,fear,"Allah eliminates and confirms what He wills, and with Him is the Master Record.",The Thunder,Ar-Ra'd
13,41,سورة الرعد,أَوَلَمۡ يَرَوۡاْ أَنَّا نَأۡتِي ٱلۡأَرۡضَ نَنقُصُهَا مِنۡ أَطۡرَافِهَاۚ وَٱللَّهُ يَحۡكُمُ لَا مُعَقِّبَ لِحُكۡمِهِۦۚ وَهُوَ سَرِيعُ ٱلۡحِسَابِ,fear,Do they not see that We gradually reduce their land from its borders? Allah decidesnone can reverse His decision. And He is swift in reckoning.,The Thunder,Ar-Ra'd
13,42,سورة الرعد,وَقَدۡ مَكَرَ ٱلَّذِينَ مِن قَبۡلِهِمۡ فَلِلَّهِ ٱلۡمَكۡرُ جَمِيعٗاۖ يَعۡلَمُ مَا تَكۡسِبُ كُلُّ نَفۡسٖۗ وَسَيَعۡلَمُ ٱلۡكُفَّٰرُ لِمَنۡ عُقۡبَى ٱلدَّارِ,fear,"Those disbelievers before them secretly planned, but Allah has the ultimate plan. He knows what every soul commits. And the disbelievers will soon know who will have the ultimate outcome.",The Thunder,Ar-Ra'd
13,43,سورة الرعد,وَيَقُولُ ٱلَّذِينَ كَفَرُواْ لَسۡتَ مُرۡسَلٗاۚ قُلۡ كَفَىٰ بِٱللَّهِ شَهِيدَۢا بَيۡنِي وَبَيۡنَكُمۡ وَمَنۡ عِندَهُۥ عِلۡمُ ٱلۡكِتَٰبِ,fear,"The disbelievers say, You Muhammad are no messenger. Say, O Prophet, Allah is sufficient as a Witness between me and you, as is whoever has knowledge of the Scripture.",The Thunder,Ar-Ra'd
13,8,سورة الرعد,ٱللَّهُ يَعۡلَمُ مَا تَحۡمِلُ كُلُّ أُنثَىٰ وَمَا تَغِيضُ ٱلۡأَرۡحَامُ وَمَا تَزۡدَادُۚ وَكُلُّ شَيۡءٍ عِندَهُۥ بِمِقۡدَارٍ,joy,Allah knows what every female bears and what increases and decreases in the wombs. And with Him everything is determined with precision.,The Thunder,Ar-Ra'd
13,15,سورة الرعد,وَلِلَّهِۤ يَسۡجُدُۤ مَن فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ طَوۡعٗا وَكَرۡهٗا وَظِلَٰلُهُم بِٱلۡغُدُوِّ وَٱلۡأٓصَالِ۩,joy,"To Allah alone bow down in submission all those in the heavens and the earthwillingly or unwillinglyas do their shadows, morning and evening.",The Thunder,Ar-Ra'd
13,21,سورة الرعد,وَٱلَّذِينَ يَصِلُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيَخۡشَوۡنَ رَبَّهُمۡ وَيَخَافُونَ سُوٓءَ ٱلۡحِسَابِ,joy,"and those who maintain whatever ties Allah has ordered to be maintained, stand in awe of their Lord, and fear strict judgment.",The Thunder,Ar-Ra'd
13,22,سورة الرعد,وَٱلَّذِينَ صَبَرُواْ ٱبۡتِغَآءَ وَجۡهِ رَبِّهِمۡ وَأَقَامُواْ ٱلصَّلَوٰةَ وَأَنفَقُواْ مِمَّا رَزَقۡنَٰهُمۡ سِرّٗا وَعَلَانِيَةٗ وَيَدۡرَءُونَ بِٱلۡحَسَنَةِ ٱلسَّيِّئَةَ أُوْلَٰٓئِكَ لَهُمۡ عُقۡبَى ٱلدَّارِ,joy,"And they are those who endure patiently, seeking their Lords pleasure, establish prayer, donate from what We have provided for themsecretly and openlyand respond to evil with good. It is they who will have the ultimate abode:",The Thunder,Ar-Ra'd
13,26,سورة الرعد,ٱللَّهُ يَبۡسُطُ ٱلرِّزۡقَ لِمَن يَشَآءُ وَيَقۡدِرُۚ وَفَرِحُواْ بِٱلۡحَيَوٰةِ ٱلدُّنۡيَا وَمَا ٱلۡحَيَوٰةُ ٱلدُّنۡيَا فِي ٱلۡأٓخِرَةِ إِلَّا مَتَٰعٞ,joy,"Allah gives abundant or limited provisions to whoever He wills. And the disbelievers become prideful of the pleasures of this worldly life. But the life of this world, compared to the Hereafter, is nothing but a fleeting enjoyment.",The Thunder,Ar-Ra'd
13,28,سورة الرعد,ٱلَّذِينَ ءَامَنُواْ وَتَطۡمَئِنُّ قُلُوبُهُم بِذِكۡرِ ٱللَّهِۗ أَلَا بِذِكۡرِ ٱللَّهِ تَطۡمَئِنُّ ٱلۡقُلُوبُ,joy,those who believe and whose hearts find comfort in the remembrance of Allah. Surely in the remembrance of Allah do hearts find comfort.,The Thunder,Ar-Ra'd
13,20,سورة الرعد,ٱلَّذِينَ يُوفُونَ بِعَهۡدِ ٱللَّهِ وَلَا يَنقُضُونَ ٱلۡمِيثَٰقَ,sadness,"They are those who honour Allahs covenant, never breaking the pledge;",The Thunder,Ar-Ra'd
12,49,سورة يوسف,ثُمَّ يَأۡتِي مِنۢ بَعۡدِ ذَٰلِكَ عَامٞ فِيهِ يُغَاثُ ٱلنَّاسُ وَفِيهِ يَعۡصِرُونَ,anger,Then after that will come a year in which people will receive abundant rain and they will press oil and wine.,Joseph,Yusuf
12,105,سورة يوسف,وَكَأَيِّن مِّنۡ ءَايَةٖ فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ يَمُرُّونَ عَلَيۡهَا وَهُمۡ عَنۡهَا مُعۡرِضُونَ,anger,How many signs in the heavens and the earth do they pass by with indifference!,Joseph,Yusuf
12,106,سورة يوسف,وَمَا يُؤۡمِنُ أَكۡثَرُهُم بِٱللَّهِ إِلَّا وَهُم مُّشۡرِكُونَ,anger,And most of them do not believe in Allah without associating others with Him in worship.,Joseph,Yusuf
12,83,سورة يوسف,قَالَ بَلۡ سَوَّلَتۡ لَكُمۡ أَنفُسُكُمۡ أَمۡرٗاۖ فَصَبۡرٞ جَمِيلٌۖ عَسَى ٱللَّهُ أَن يَأۡتِيَنِي بِهِمۡ جَمِيعًاۚ إِنَّهُۥ هُوَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ,fear,"He cried, No! Your souls must have tempted you to do something evil. So I am left with nothing but beautiful patience! I trust Allah will return them all to me. Surely He alone is the AllKnowing, AllWise.",Joseph,Yusuf
12,107,سورة يوسف,أَفَأَمِنُوٓاْ أَن تَأۡتِيَهُمۡ غَٰشِيَةٞ مِّنۡ عَذَابِ ٱللَّهِ أَوۡ تَأۡتِيَهُمُ ٱلسَّاعَةُ بَغۡتَةٗ وَهُمۡ لَا يَشۡعُرُونَ,fear,"Do they feel secure that an overwhelming torment from Allah will not overtake them, or that the Hour will not take them by surprise when they least expect it?",Joseph,Yusuf
12,2,سورة يوسف,إِنَّآ أَنزَلۡنَٰهُ قُرۡءَٰنًا عَرَبِيّٗا لَّعَلَّكُمۡ تَعۡقِلُونَ,joy,"Indeed, We have sent it down as an Arabic Quran",Joseph,Yusuf
12,55,سورة يوسف,قَالَ ٱجۡعَلۡنِي عَلَىٰ خَزَآئِنِ ٱلۡأَرۡضِۖ إِنِّي حَفِيظٌ عَلِيمٞ,joy,"Joseph proposed, Put me in charge of the storehouses of the land, for I am truly reliable and adept.",Joseph,Yusuf
12,56,سورة يوسف,وَكَذَٰلِكَ مَكَّنَّا لِيُوسُفَ فِي ٱلۡأَرۡضِ يَتَبَوَّأُ مِنۡهَا حَيۡثُ يَشَآءُۚ نُصِيبُ بِرَحۡمَتِنَا مَن نَّشَآءُۖ وَلَا نُضِيعُ أَجۡرَ ٱلۡمُحۡسِنِينَ,joy,"This is how We established Joseph in the land to settle wherever he pleased. We shower Our mercy on whoever We will, and We never discount the reward of the gooddoers.",Joseph,Yusuf
12,92,سورة يوسف,قَالَ لَا تَثۡرِيبَ عَلَيۡكُمُ ٱلۡيَوۡمَۖ يَغۡفِرُ ٱللَّهُ لَكُمۡۖ وَهُوَ أَرۡحَمُ ٱلرَّٰحِمِينَ,joy,"Joseph said, There is no blame on you today. May Allah forgive you! He is the Most Merciful of the merciful!",Joseph,Yusuf
12,101,سورة يوسف,۞رَبِّ قَدۡ ءَاتَيۡتَنِي مِنَ ٱلۡمُلۡكِ وَعَلَّمۡتَنِي مِن تَأۡوِيلِ ٱلۡأَحَادِيثِۚ فَاطِرَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ أَنتَ وَلِيِّۦ فِي ٱلدُّنۡيَا وَٱلۡأٓخِرَةِۖ تَوَفَّنِي مُسۡلِمٗا وَأَلۡحِقۡنِي بِٱلصَّٰلِحِينَ,joy,My Lord! You have surely granted me authority and taught me the interpretation of dreams. O Originator of the heavens and the earth! You are my Guardian in this world and the Hereafter. Allow me to die as one who submits and join me with the righteous.,Joseph,Yusuf
12,108,سورة يوسف,قُلۡ هَٰذِهِۦ سَبِيلِيٓ أَدۡعُوٓاْ إِلَى ٱللَّهِۚ عَلَىٰ بَصِيرَةٍ أَنَا۠ وَمَنِ ٱتَّبَعَنِيۖ وَسُبۡحَٰنَ ٱللَّهِ وَمَآ أَنَا۠ مِنَ ٱلۡمُشۡرِكِينَ,joy,"Say, O Prophet, This is my way. I invite to Allah with insightI and those who follow me. Glory be to Allah, and I am not one of the polytheists.",Joseph,Yusuf
